PID 87693 sees CUDA_VISIBLE_DEVICES = 0
→ torch.device is 0 Tesla V100-SXM2-16GB
[INFO 29:55] Using device: cuda
[INFO 29:55] #### config : {'seed': 0, 'dataset_name': 'math2', 'load_params': True, 'save_params': False, 'embs_path': '../embs/', 'params_path': '../ckpt/', 'early_stopping': True, 'esc': 'error', 'verbose_early_stopping': False, 'disable_tqdm': False, 'valid_metric': 'rmse', 'learning_rate': 0.001, 'batch_size': 512, 'valid_batch_size': 10000, 'num_epochs': 100, 'eval_freq': 1, 'patience': 20, 'device': device(type='cuda'), 'lambda': 2.6180638633142202e-05, 'tensorboard': False, 'flush_freq': True, 'pred_metrics': ['mi_acc', 'rmse', 'mae', 'mi_prec', 'mi_rec', 'mi_f_b', 'mi_auc', 'ma_prec', 'ma_rec', 'ma_f_b'], 'profile_metrics': ['meta_doa', 'pc-er', 'rm'], 'num_responses': 12, 'low_mem': False, 'n_query': 16, 'CDM': 'impact', 'i_fold': 0, 'num_inner_users_epochs': 3, 'num_inner_epochs': 10, 'inner_lr': 0.0001, 'inner_user_lr': 1.5, 'meta_lr': 0.01, 'meta_trainer': 'MAML', 'num_workers': 0, 'pin_memory': False, 'debug': False} ####
[INFO 30:08] Random_cont_model
[INFO 30:08] compiling CDM model
[INFO 30:16] compiling selection model
[INFO 30:16] ⏳ Training started...
[INFO 30:16] ------- START Training
[INFO 30:16] train on cuda
[INFO 31:45] - learning_users_emb: 0.01
[INFO 32:15] rmse : 0.6460951566696167
[INFO 32:15] valid_rmse : 0.8262086510658264
[INFO 32:15] valid_loss : 1.1053398847579956
[INFO 33:41] - learning_users_emb: 0.01
[INFO 34:10] rmse : 0.645940899848938
[INFO 34:10] valid_rmse : 0.8260113596916199
[INFO 34:10] valid_loss : 1.100682258605957
[INFO 35:37] - learning_users_emb: 0.01
[INFO 36:05] rmse : 0.6409851312637329
[INFO 36:05] valid_rmse : 0.8196740746498108
[INFO 36:05] valid_loss : 1.0966051816940308
[INFO 37:31] - learning_users_emb: 0.01
[INFO 38:00] rmse : 0.6408296823501587
[INFO 38:00] valid_rmse : 0.8194752931594849
[INFO 38:00] valid_loss : 1.0925023555755615
[INFO 39:27] - learning_users_emb: 0.01
[INFO 39:55] rmse : 0.6350499987602234
[INFO 39:55] valid_rmse : 0.8120843768119812
[INFO 39:55] valid_loss : 1.0895566940307617
[INFO 41:22] - learning_users_emb: 0.01
[INFO 41:50] rmse : 0.6381025910377502
[INFO 41:50] valid_rmse : 0.8159879446029663
[INFO 41:50] valid_loss : 1.0864648818969727
[INFO 43:16] - learning_users_emb: 0.01
[INFO 43:45] rmse : 0.6333215236663818
[INFO 43:45] valid_rmse : 0.8098740577697754
[INFO 43:45] valid_loss : 1.0819376707077026
[INFO 45:11] - learning_users_emb: 0.01
[INFO 45:39] rmse : 0.6296921372413635
[INFO 45:39] valid_rmse : 0.8052328824996948
[INFO 45:39] valid_loss : 1.0784635543823242
[INFO 47:05] - learning_users_emb: 0.01
[INFO 47:34] rmse : 0.6281869411468506
[INFO 47:34] valid_rmse : 0.8033080697059631
[INFO 47:34] valid_loss : 1.074899673461914
[INFO 48:59] - learning_users_emb: 0.01
[INFO 49:27] rmse : 0.626598596572876
[INFO 49:27] valid_rmse : 0.8012769818305969
[INFO 49:27] valid_loss : 1.0720747709274292
[INFO 50:53] - learning_users_emb: 0.01
[INFO 51:21] rmse : 0.6289003491401672
[INFO 51:21] valid_rmse : 0.8042203783988953
[INFO 51:21] valid_loss : 1.0686368942260742
[INFO 52:47] - learning_users_emb: 0.01
[INFO 53:15] rmse : 0.6234896779060364
[INFO 53:15] valid_rmse : 0.7973013520240784
[INFO 53:15] valid_loss : 1.0665287971496582
[INFO 54:40] - learning_users_emb: 0.01
[INFO 55:09] rmse : 0.6260417103767395
[INFO 55:09] valid_rmse : 0.8005648255348206
[INFO 55:09] valid_loss : 1.0624516010284424
[INFO 56:33] - learning_users_emb: 0.01
[INFO 57:01] rmse : 0.6260417103767395
[INFO 57:01] valid_rmse : 0.8005648255348206
[INFO 57:01] valid_loss : 1.0600624084472656
[INFO 58:25] - learning_users_emb: 0.01
[INFO 58:53] rmse : 0.6274726986885071
[INFO 58:53] valid_rmse : 0.8023947477340698
[INFO 58:53] valid_loss : 1.0574368238449097
[INFO 00:17] - learning_users_emb: 0.01
[INFO 00:45] rmse : 0.6309568881988525
[INFO 00:45] valid_rmse : 0.806850254535675
[INFO 00:45] valid_loss : 1.054339051246643
[INFO 02:10] - learning_users_emb: 0.01
[INFO 02:38] rmse : 0.6306409239768982
[INFO 02:38] valid_rmse : 0.8064461946487427
[INFO 02:38] valid_loss : 1.0523147583007812
[INFO 04:02] - learning_users_emb: 0.01
[INFO 04:30] rmse : 0.6269960403442383
[INFO 04:30] valid_rmse : 0.8017852306365967
[INFO 04:30] valid_loss : 1.0494499206542969
[INFO 05:54] - learning_users_emb: 0.01
[INFO 06:22] rmse : 0.62196946144104
